Serial Number,Date and Time,State,Description,Project
16A0067221,04/20/2024 20:25,Pass,BCP21,ICT1
16A0067222,04/20/2024 20:26,Pass,BCP21,ICT3
16A0067223,04/20/2024 20:27,Pass,BCP21,ICT1
16A0067224,04/20/2024 20:28,Pass,BCP21,ICT4
16A0067225,04/20/2024 20:29,Pass,BCP21,ICT2
16A0067226,04/20/2024 20:30,Pass,BCP21,ICT4
16A0067227,04/20/2024 20:30,Pass,BCP21,ICT2
16A0067228,04/20/2024 20:31,Pass,BCP21,ICT3
16A0067229,04/20/2024 20:32,Fail,BCP21,ICT1
16A0067230,04/20/2024 20:33,Fail,BCP21,ICT4
16A0067231,04/20/2024 20:34,Pass,BCP21,ICT1
16A0067232,04/20/2024 20:35,Pass,BCP21,ICT4
16A0067233,04/20/2024 20:35,Fail,BCP21,ICT1
16A0067234,04/20/2024 20:36,Pass,BCP21,ICT1
16A0067235,04/20/2024 20:37,Fail,BCP21,ICT1
16A0067236,04/20/2024 20:38,Pass,BCP21,ICT4
16A0067237,04/20/2024 20:39,Pass,BCP21,ICT3
16A0067238,04/20/2024 20:40,Pass,BCP21,ICT3
16A0067239,04/20/2024 20:40,Fail,BCP21,ICT2
16A0067240,04/20/2024 20:41,Fail,BCP21,ICT2
16A0067241,04/20/2024 20:42,Fail,BCP21,ICT1
16A0067242,04/20/2024 20:43,Pass,BCP21,ICT2
16A0067243,04/20/2024 20:44,Pass,BCP21,ICT4
16A0067244,04/20/2024 20:45,Pass,BCP21,ICT4
16A0067245,04/20/2024 20:45,Pass,BCP21,ICT3
16A0067246,04/20/2024 20:46,Fail,BCP21,ICT1
16A0067247,04/20/2024 20:47,Pass,BCP21,ICT3
16A0067248,04/20/2024 20:48,Fail,BCP21,ICT2
16A0067249,04/20/2024 20:49,Pass,BCP21,ICT2
16A0067250,04/20/2024 20:50,Fail,BCP21,ICT4
16A0067251,04/20/2024 20:50,Pass,BCP21,ICT1
16A0067252,04/20/2024 20:51,Fail,BCP21,ICT1
16A0067253,04/20/2024 20:52,Pass,BCP21,ICT3
16A0067254,04/20/2024 20:53,Pass,BCP21,ICT3
16A0067255,04/20/2024 20:54,Fail,BCP21,ICT4
16A0067256,04/20/2024 20:55,Fail,BCP21,ICT1
16A0067257,04/20/2024 20:55,Pass,BCP21,ICT2
16A0067258,04/20/2024 20:56,Pass,BCP21,ICT1
16A0067259,04/20/2024 20:57,Pass,BCP21,ICT4
16A0067260,04/20/2024 20:58,Pass,BCP21,ICT2
16A0067261,04/20/2024 20:59,Fail,BCP21,ICT4
16A0067262,04/20/2024 21:00,Pass,BCP21,ICT4
16A0067263,04/20/2024 21:00,Pass,BCP21,ICT3
16A0067264,04/20/2024 21:01,Pass,BCP21,ICT3
16A0067265,04/20/2024 21:02,Pass,BCP21,ICT4
16A0067266,04/20/2024 21:03,Fail,BCP21,ICT1
16A0067267,04/20/2024 21:04,Pass,BCP21,ICT3
16A0067268,04/20/2024 21:05,Pass,BCP21,ICT2
16A0067269,04/20/2024 21:05,Fail,BCP21,ICT2
16A0067270,04/20/2024 21:06,Fail,BCP21,ICT1
16A0067271,04/20/2024 21:07,Pass,BCP21,ICT1
16A0067272,04/20/2024 21:08,Fail,BCP21,ICT3
16A0067273,04/20/2024 21:09,Fail,BCP21,ICT3
16A0067274,04/20/2024 21:10,Fail,BCP21,ICT3
16A0067275,04/20/2024 21:10,Fail,BCP21,ICT1
16A0067276,04/20/2024 21:11,Fail,BCP21,ICT1
16A0067277,04/20/2024 21:12,Fail,BCP21,ICT2
16A0067278,04/20/2024 21:13,Pass,BCP21,ICT3
16A0067279,04/20/2024 21:14,Fail,BCP21,ICT4
16A0067280,04/20/2024 21:15,Pass,BCP21,ICT3
16A0067281,04/20/2024 21:15,Fail,BCP21,ICT3
16A0067282,04/20/2024 21:16,Fail,BCP21,ICT4
16A0067283,04/20/2024 21:17,Fail,BCP21,ICT2
16A0067284,04/20/2024 21:18,Pass,BCP21,ICT2
16A0067285,04/20/2024 21:19,Fail,BCP21,ICT3
16A0067286,04/20/2024 21:20,Pass,BCP21,ICT2
16A0067287,04/20/2024 21:20,Fail,BCP21,ICT2
16A0067288,04/20/2024 21:21,Pass,BCP21,ICT3
16A0067289,04/20/2024 21:22,Pass,BCP21,ICT4
16A0067290,04/20/2024 21:23,Pass,BCP21,ICT4
16A0067291,04/20/2024 21:24,Pass,BCP21,ICT3
16A0067292,04/20/2024 21:25,Pass,BCP21,ICT4
16A0067293,04/20/2024 21:25,Pass,BCP21,ICT4
16A0067294,04/20/2024 21:26,Pass,BCP21,ICT4
16A0067295,04/20/2024 21:27,Fail,BCP21,ICT3
16A0067296,04/20/2024 21:28,Fail,BCP21,ICT2
16A0067297,04/20/2024 21:29,Fail,BCP21,ICT2
16A0067298,04/20/2024 21:30,Pass,BCP21,ICT1
16A0067299,04/20/2024 21:30,Pass,BCP21,ICT1
16A0067300,04/20/2024 21:31,Pass,BCP21,ICT4
16A0067301,04/20/2024 21:32,Pass,BCP21,ICT3
16A0067302,04/20/2024 21:33,Pass,BCP21,ICT2
16A0067303,04/20/2024 21:34,Fail,BCP21,ICT4
16A0067304,04/20/2024 21:35,Fail,BCP21,ICT3
16A0067305,04/20/2024 21:35,Pass,BCP21,ICT3
16A0067306,04/20/2024 21:36,Pass,BCP21,ICT1
16A0067307,04/20/2024 21:37,Fail,BCP21,ICT1
16A0067308,04/20/2024 21:38,Fail,BCP21,ICT2
16A0067309,04/20/2024 21:39,Pass,BCP21,ICT1
16A0067310,04/20/2024 21:40,Pass,BCP21,ICT4
16A0067311,04/20/2024 21:40,Fail,BCP21,ICT1
16A0067312,04/20/2024 21:41,Fail,BCP21,ICT3
16A0067313,04/20/2024 21:42,Pass,BCP21,ICT2
16A0067314,04/20/2024 21:43,Fail,BCP21,ICT3
16A0067315,04/20/2024 21:44,Fail,BCP21,ICT1
16A0067316,04/20/2024 21:45,Pass,BCP21,ICT1
16A0067317,04/20/2024 21:45,Fail,BCP21,ICT2
16A0067318,04/20/2024 21:46,Fail,BCP21,ICT4
16A0067319,04/20/2024 21:47,Pass,BCP21,ICT4
16A0067320,04/20/2024 21:48,Fail,BCP21,ICT1
16A0067321,04/20/2024 21:49,Fail,BCP21,ICT2
16A0067322,04/20/2024 21:50,Fail,BCP21,ICT1
16A0067323,04/20/2024 21:50,Pass,BCP21,ICT1
16A0067324,04/20/2024 21:51,Fail,BCP21,ICT2
16A0067325,04/20/2024 21:52,Pass,BCP21,ICT2
16A0067326,04/20/2024 21:53,Pass,BCP21,ICT4
16A0067327,04/20/2024 21:54,Fail,BCP21,ICT1
16A0067328,04/20/2024 21:55,Pass,BCP21,ICT3
16A0067329,04/20/2024 21:55,Fail,BCP21,ICT1
16A0067330,04/20/2024 21:56,Fail,BCP21,ICT4
16A0067331,04/20/2024 21:57,Pass,BCP21,ICT4
16A0067332,04/20/2024 21:58,Pass,BCP21,ICT4
16A0067333,04/20/2024 21:59,Pass,BCP21,ICT2
16A0067334,04/20/2024 22:00,Fail,BCP21,ICT4
16A0067335,04/20/2024 22:00,Fail,BCP21,ICT4
16A0067336,04/20/2024 22:01,Pass,BCP21,ICT4
16A0067337,04/20/2024 22:02,Pass,BCP21,ICT2
16A0067338,04/20/2024 22:03,Fail,BCP21,ICT1
16A0067339,04/20/2024 22:04,Pass,BCP21,ICT4
16A0067340,04/20/2024 22:05,Fail,BCP21,ICT1
16A0067341,04/20/2024 22:05,Pass,BCP21,ICT3
16A0067342,04/20/2024 22:06,Fail,BCP21,ICT3
16A0067343,04/20/2024 22:07,Fail,BCP21,ICT4
16A0067344,04/20/2024 22:08,Fail,BCP21,ICT4
16A0067345,04/20/2024 22:09,Pass,BCP21,ICT2
16A0067346,04/20/2024 22:10,Pass,BCP21,ICT3
16A0067347,04/20/2024 22:10,Fail,BCP21,ICT2
16A0067348,04/20/2024 22:11,Fail,BCP21,ICT4
16A0067349,04/20/2024 22:12,Fail,BCP21,ICT4
16A0067350,04/20/2024 22:13,Pass,BCP21,ICT4
16A0067351,04/20/2024 22:14,Pass,BCP21,ICT2
16A0067352,04/20/2024 22:15,Pass,BCP21,ICT4
16A0067353,04/20/2024 22:15,Pass,BCP21,ICT1
16A0067354,04/20/2024 22:16,Pass,BCP21,ICT3
16A0067355,04/20/2024 22:17,Pass,BCP21,ICT3
16A0067356,04/20/2024 22:18,Pass,BCP21,ICT1
16A0067357,04/20/2024 22:19,Pass,BCP21,ICT4
16A0067358,04/20/2024 22:20,Fail,BCP21,ICT2
16A0067359,04/20/2024 22:20,Fail,BCP21,ICT4
16A0067360,04/20/2024 22:21,Fail,BCP21,ICT4
16A0067361,04/20/2024 22:22,Fail,BCP21,ICT1
16A0067362,04/20/2024 22:23,Fail,BCP21,ICT4
16A0067363,04/20/2024 22:24,Pass,BCP21,ICT4
16A0067364,04/20/2024 22:25,Pass,BCP21,ICT1
16A0067365,04/20/2024 22:25,Pass,BCP21,ICT4
16A0067366,04/20/2024 22:26,Pass,BCP21,ICT3
16A0067367,04/20/2024 22:27,Pass,BCP21,ICT3
16A0067368,04/20/2024 22:28,Pass,BCP21,ICT1
16A0067369,04/20/2024 22:29,Fail,BCP21,ICT1
16A0067370,04/20/2024 22:30,Fail,BCP21,ICT1
16A0067371,04/20/2024 22:30,Fail,BCP21,ICT3
16A0067372,04/20/2024 22:31,Fail,BCP21,ICT3
16A0067373,04/20/2024 22:32,Fail,BCP21,ICT3
16A0067374,04/20/2024 22:33,Fail,BCP21,ICT1
16A0067375,04/20/2024 22:34,Pass,BCP21,ICT4
16A0067376,04/20/2024 22:35,Fail,BCP21,ICT2
16A0067377,04/20/2024 22:35,Pass,BCP21,ICT3
16A0067378,04/20/2024 22:36,Fail,BCP21,ICT4
16A0067379,04/20/2024 22:37,Pass,BCP21,ICT3
16A0067380,04/20/2024 22:38,Pass,BCP21,ICT3
16A0067381,04/20/2024 22:39,Fail,BCP21,ICT3
16A0067382,04/20/2024 22:40,Pass,BCP21,ICT2
16A0067383,04/20/2024 22:40,Pass,BCP21,ICT1
16A0067384,04/20/2024 22:41,Pass,BCP21,ICT1
16A0067385,04/20/2024 22:42,Pass,BCP21,ICT4
16A0067386,04/20/2024 22:43,Pass,BCP21,ICT2
16A0067387,04/20/2024 22:44,Pass,BCP21,ICT2
16A0067388,04/20/2024 22:45,Fail,BCP21,ICT1
16A0067389,04/20/2024 22:45,Pass,BCP21,ICT3
16A0067390,04/20/2024 22:46,Pass,BCP21,ICT3
16A0067391,04/20/2024 22:47,Pass,BCP21,ICT1
16A0067392,04/20/2024 22:48,Fail,BCP21,ICT2
16A0067393,04/20/2024 22:49,Pass,BCP21,ICT4
16A0067394,04/20/2024 22:50,Pass,BCP21,ICT2
16A0067395,04/20/2024 22:50,Fail,BCP21,ICT4
16A0067396,04/20/2024 22:51,Pass,BCP21,ICT4
16A0067397,04/20/2024 22:52,Fail,BCP21,ICT1
16A0067398,04/20/2024 22:53,Fail,BCP21,ICT1
16A0067399,04/20/2024 22:54,Pass,BCP21,ICT1
16A0067400,04/20/2024 22:55,Fail,BCP21,ICT4
16A0067401,04/20/2024 22:55,Pass,BCP21,ICT4
16A0067402,04/20/2024 22:56,Fail,BCP21,ICT3
16A0067403,04/20/2024 22:57,Pass,BCP21,ICT3
16A0067404,04/20/2024 22:58,Fail,BCP21,ICT1
16A0067405,04/20/2024 22:59,Fail,BCP21,ICT1
16A0067406,04/20/2024 23:00,Pass,BCP21,ICT1
16A0067407,04/20/2024 23:00,Pass,BCP21,ICT1
16A0067408,04/20/2024 23:01,Pass,BCP21,ICT1
16A0067409,04/20/2024 23:02,Pass,BCP21,ICT4
16A0067410,04/20/2024 23:03,Pass,BCP21,ICT4
16A0067411,04/20/2024 23:04,Pass,BCP21,ICT2
16A0067412,04/20/2024 23:05,Fail,BCP21,ICT4
16A0067413,04/20/2024 23:05,Pass,BCP21,ICT2
16A0067414,04/20/2024 23:06,Pass,BCP21,ICT4
16A0067415,04/20/2024 23:07,Fail,BCP21,ICT4
16A0067416,04/20/2024 23:08,Fail,BCP21,ICT3
16A0067417,04/20/2024 23:09,Pass,BCP21,ICT3
16A0067418,04/20/2024 23:10,Fail,BCP21,ICT3
16A0067419,04/20/2024 23:10,Pass,BCP21,ICT2
16A0067420,04/20/2024 23:11,Pass,BCP21,ICT4
16A0067421,04/20/2024 23:12,Fail,BCP21,ICT2
16A0067422,04/20/2024 23:13,Fail,BCP21,ICT2
16A0067423,04/20/2024 23:14,Fail,BCP21,ICT1
16A0067424,04/20/2024 23:15,Pass,BCP21,ICT4
16A0067425,04/20/2024 23:15,Pass,BCP21,ICT3
16A0067426,04/20/2024 23:16,Fail,BCP21,ICT1
16A0067427,04/20/2024 23:17,Pass,BCP21,ICT2
16A0067428,04/20/2024 23:18,Pass,BCP21,ICT1
16A0067429,04/20/2024 23:19,Pass,BCP21,ICT3
16A0067430,04/20/2024 23:20,Pass,BCP21,ICT2
16A0067431,04/20/2024 23:20,Pass,BCP21,ICT2
16A0067432,04/20/2024 23:21,Fail,BCP21,ICT4
16A0067433,04/20/2024 23:22,Fail,BCP21,ICT4
16A0067434,04/20/2024 23:23,Fail,BCP21,ICT1
16A0067435,04/20/2024 23:24,Fail,BCP21,ICT3
16A0067436,04/20/2024 23:25,Fail,BCP21,ICT2
16A0067437,04/20/2024 23:25,Fail,BCP21,ICT4
16A0067438,04/20/2024 23:26,Fail,BCP21,ICT1
16A0067439,04/20/2024 23:27,Pass,BCP21,ICT1
16A0067440,04/20/2024 23:28,Fail,BCP21,ICT1
16A0067441,04/20/2024 23:29,Fail,BCP21,ICT4
16A0067442,04/20/2024 23:30,Pass,BCP21,ICT1
16A0067443,04/20/2024 23:30,Fail,BCP21,ICT4
16A0067444,04/20/2024 23:31,Pass,BCP21,ICT1
16A0067445,04/20/2024 23:32,Pass,BCP21,ICT3
16A0067446,04/20/2024 23:33,Fail,BCP21,ICT3
16A0067447,04/20/2024 23:34,Fail,BCP21,ICT2
16A0067448,04/20/2024 23:35,Pass,BCP21,ICT2
16A0067449,04/20/2024 23:35,Pass,BCP21,ICT1
16A0067450,04/20/2024 23:36,Fail,BCP21,ICT4
16A0067451,04/20/2024 23:37,Pass,BCP21,ICT2
16A0067452,04/20/2024 23:38,Fail,BCP21,ICT1
16A0067453,04/20/2024 23:39,Pass,BCP21,ICT1
16A0067454,04/20/2024 23:40,Fail,BCP21,ICT4
16A0067455,04/20/2024 23:40,Fail,BCP21,ICT4
16A0067456,04/20/2024 23:41,Fail,BCP21,ICT4
16A0067457,04/20/2024 23:42,Fail,BCP21,ICT2
16A0067458,04/20/2024 23:43,Pass,BCP21,ICT1
16A0067459,04/20/2024 23:44,Fail,BCP21,ICT1
16A0067460,04/20/2024 23:45,Pass,BCP21,ICT2
16A0067461,04/20/2024 23:45,Fail,BCP21,ICT3
16A0067462,04/20/2024 23:46,Pass,BCP21,ICT4
16A0067463,04/20/2024 23:47,Fail,BCP21,ICT4
16A0067464,04/20/2024 23:48,Fail,BCP21,ICT4
16A0067465,04/20/2024 23:49,Fail,BCP21,ICT2
16A0067466,04/20/2024 23:50,Pass,BCP21,ICT2
16A0067467,04/20/2024 23:50,Pass,BCP21,ICT1
16A0067468,04/20/2024 23:51,Fail,BCP21,ICT1
16A0067469,04/20/2024 23:52,Fail,BCP21,ICT4
16A0067470,04/20/2024 23:53,Fail,BCP21,ICT4
16A0067471,04/20/2024 23:54,Pass,BCP21,ICT1
16A0067472,04/20/2024 23:55,Fail,BCP21,ICT4
16A0067473,04/20/2024 23:55,Fail,BCP21,ICT1
16A0067474,04/20/2024 23:56,Fail,BCP21,ICT3
16A0067475,04/20/2024 23:57,Fail,BCP21,ICT1
16A0067476,04/20/2024 23:58,Fail,BCP21,ICT2
16A0067477,04/20/2024 23:59,Pass,BCP21,ICT1
16A0067478,04/21/2024 00:00,Fail,BCP21,ICT2
16A0067479,04/21/2024 00:00,Pass,BCP21,ICT3
16A0067480,04/21/2024 00:01,Fail,BCP21,ICT3
16A0067481,04/21/2024 00:02,Pass,BCP21,ICT1
16A0067482,04/21/2024 00:03,Fail,BCP21,ICT3
16A0067483,04/21/2024 00:04,Fail,BCP21,ICT3
16A0067484,04/21/2024 00:05,Fail,BCP21,ICT1
16A0067485,04/21/2024 00:05,Pass,BCP21,ICT1
16A0067486,04/21/2024 00:06,Pass,BCP21,ICT2
16A0067487,04/21/2024 00:07,Fail,BCP21,ICT3
16A0067488,04/21/2024 00:08,Pass,BCP21,ICT2
16A0067489,04/21/2024 00:09,Pass,BCP21,ICT3
16A0067490,04/21/2024 00:10,Pass,BCP21,ICT1
16A0067491,04/21/2024 00:10,Fail,BCP21,ICT2
16A0067492,04/21/2024 00:11,Fail,BCP21,ICT1
16A0067493,04/21/2024 00:12,Fail,BCP21,ICT2
16A0067494,04/21/2024 00:13,Fail,BCP21,ICT1
16A0067495,04/21/2024 00:14,Fail,BCP21,ICT2
16A0067496,04/21/2024 00:15,Pass,BCP21,ICT2
16A0067497,04/21/2024 00:15,Pass,BCP21,ICT1
16A0067498,04/21/2024 00:16,Pass,BCP21,ICT4
16A0067499,04/21/2024 00:17,Fail,BCP21,ICT3
16A0067500,04/21/2024 00:18,Fail,BCP21,ICT3
16A0067501,04/21/2024 00:19,Fail,BCP21,ICT4
16A0067502,04/21/2024 00:20,Fail,BCP21,ICT3
16A0067503,04/21/2024 00:20,Fail,BCP21,ICT3
16A0067504,04/21/2024 00:21,Pass,BCP21,ICT1
16A0067505,04/21/2024 00:22,Fail,BCP21,ICT4
16A0067506,04/21/2024 00:23,Pass,BCP21,ICT1
16A0067507,04/21/2024 00:24,Pass,BCP21,ICT4
16A0067508,04/21/2024 00:25,Fail,BCP21,ICT2
16A0067509,04/21/2024 00:25,Pass,BCP21,ICT3
16A0067510,04/21/2024 00:26,Pass,BCP21,ICT1
16A0067511,04/21/2024 00:27,Fail,BCP21,ICT1
16A0067512,04/21/2024 00:28,Pass,BCP21,ICT4
16A0067513,04/21/2024 00:29,Fail,BCP21,ICT1
16A0067514,04/21/2024 00:30,Fail,BCP21,ICT3
16A0067515,04/21/2024 00:30,Fail,BCP21,ICT4
16A0067516,04/21/2024 00:31,Fail,BCP21,ICT4
16A0067517,04/21/2024 00:32,Pass,BCP21,ICT1
16A0067518,04/21/2024 00:33,Fail,BCP21,ICT2
16A0067519,04/21/2024 00:34,Fail,BCP21,ICT3
16A0067520,04/21/2024 00:35,Fail,BCP21,ICT1
16A0067521,04/21/2024 00:35,Pass,BCP21,ICT2
16A0067522,04/21/2024 00:36,Pass,BCP21,ICT2
16A0067523,04/21/2024 00:37,Fail,BCP21,ICT1
16A0067524,04/21/2024 00:38,Pass,BCP21,ICT4
16A0067525,04/21/2024 00:39,Pass,BCP21,ICT2
16A0067526,04/21/2024 00:40,Pass,BCP21,ICT1
16A0067527,04/21/2024 00:40,Fail,BCP21,ICT3
16A0067528,04/21/2024 00:41,Fail,BCP21,ICT4
16A0067529,04/21/2024 00:42,Fail,BCP21,ICT1
16A0067530,04/21/2024 00:43,Fail,BCP21,ICT1
16A0067531,04/21/2024 00:44,Fail,BCP21,ICT4
16A0067532,04/21/2024 00:45,Pass,BCP21,ICT2
16A0067533,04/21/2024 00:45,Fail,BCP21,ICT2
16A0067534,04/21/2024 00:46,Fail,BCP21,ICT3
16A0067535,04/21/2024 00:47,Fail,BCP21,ICT3
16A0067536,04/21/2024 00:48,Fail,BCP21,ICT1
16A0067537,04/21/2024 00:49,Fail,BCP21,ICT4
16A0067538,04/21/2024 00:50,Fail,BCP21,ICT3
16A0067539,04/21/2024 00:50,Pass,BCP21,ICT2
16A0067540,04/21/2024 00:51,Fail,BCP21,ICT3
16A0067541,04/21/2024 00:52,Fail,BCP21,ICT2
16A0067542,04/21/2024 00:53,Fail,BCP21,ICT4
16A0067543,04/21/2024 00:54,Pass,BCP21,ICT4
16A0067544,04/21/2024 00:55,Pass,BCP21,ICT2
16A0067545,04/21/2024 00:55,Fail,BCP21,ICT2
16A0067546,04/21/2024 00:56,Fail,BCP21,ICT1
16A0067547,04/21/2024 00:57,Pass,BCP21,ICT1
16A0067548,04/21/2024 00:58,Fail,BCP21,ICT3
16A0067549,04/21/2024 00:59,Pass,BCP21,ICT1
16A0067550,04/21/2024 01:00,Fail,BCP21,ICT4
16A0067551,04/21/2024 01:00,Pass,BCP21,ICT2
16A0067552,04/21/2024 01:01,Pass,BCP21,ICT1
16A0067553,04/21/2024 01:02,Pass,BCP21,ICT2
16A0067554,04/21/2024 01:03,Pass,BCP21,ICT4
16A0067555,04/21/2024 01:04,Pass,BCP21,ICT2
16A0067556,04/21/2024 01:05,Fail,BCP21,ICT2
16A0067557,04/21/2024 01:05,Pass,BCP21,ICT1
16A0067558,04/21/2024 01:06,Pass,BCP21,ICT2
16A0067559,04/21/2024 01:07,Fail,BCP21,ICT3
16A0067560,04/21/2024 01:08,Pass,BCP21,ICT2
16A0067561,04/21/2024 01:09,Fail,BCP21,ICT3
16A0067562,04/21/2024 01:10,Fail,BCP21,ICT3
16A0067563,04/21/2024 01:10,Fail,BCP21,ICT3
16A0067564,04/21/2024 01:11,Fail,BCP21,ICT1
16A0067565,04/21/2024 01:12,Fail,BCP21,ICT2
16A0067566,04/21/2024 01:13,Pass,BCP21,ICT2
16A0067567,04/21/2024 01:14,Fail,BCP21,ICT2
16A0067568,04/21/2024 01:15,Pass,BCP21,ICT3
16A0067569,04/21/2024 01:15,Fail,BCP21,ICT2
16A0067570,04/21/2024 01:16,Pass,BCP21,ICT3
16A0067571,04/21/2024 01:17,Fail,BCP21,ICT1
16A0067572,04/21/2024 01:18,Pass,BCP21,ICT3
16A0067573,04/21/2024 01:19,Fail,BCP21,ICT3
16A0067574,04/21/2024 01:20,Pass,BCP21,ICT3
16A0067575,04/21/2024 01:20,Fail,BCP21,ICT2
16A0067576,04/21/2024 01:21,Fail,BCP21,ICT1
16A0067577,04/21/2024 01:22,Fail,BCP21,ICT1
16A0067578,04/21/2024 01:23,Pass,BCP21,ICT2
16A0067579,04/21/2024 01:24,Fail,BCP21,ICT3
16A0067580,04/21/2024 01:25,Fail,BCP21,ICT4
16A0067581,04/21/2024 01:25,Pass,BCP21,ICT4
16A0067582,04/21/2024 01:26,Pass,BCP21,ICT4
16A0067583,04/21/2024 01:27,Pass,BCP21,ICT1
16A0067584,04/21/2024 01:28,Fail,BCP21,ICT3
16A0067585,04/21/2024 01:29,Pass,BCP21,ICT1
16A0067586,04/21/2024 01:30,Pass,BCP21,ICT4
16A0067587,04/21/2024 01:30,Pass,BCP21,ICT4
16A0067588,04/21/2024 01:31,Pass,BCP21,ICT1
16A0067589,04/21/2024 01:32,Pass,BCP21,ICT1
16A0067590,04/21/2024 01:33,Fail,BCP21,ICT4
16A0067591,04/21/2024 01:34,Fail,BCP21,ICT2
16A0067592,04/21/2024 01:35,Fail,BCP21,ICT4
16A0067593,04/21/2024 01:35,Pass,BCP21,ICT2
16A0067594,04/21/2024 01:36,Fail,BCP21,ICT2
16A0067595,04/21/2024 01:37,Pass,BCP21,ICT2
16A0067596,04/21/2024 01:38,Fail,BCP21,ICT1
16A0067597,04/21/2024 01:39,Pass,BCP21,ICT1
16A0067598,04/21/2024 01:40,Fail,BCP21,ICT2
16A0067599,04/21/2024 01:40,Pass,BCP21,ICT1
16A0067600,04/21/2024 01:41,Pass,BCP21,ICT3
16A0067601,04/21/2024 01:42,Fail,BCP21,ICT2
16A0067602,04/21/2024 01:43,Pass,BCP21,ICT3
16A0067603,04/21/2024 01:44,Fail,BCP21,ICT2
16A0067604,04/21/2024 01:45,Pass,BCP21,ICT2
16A0067605,04/21/2024 01:45,Pass,BCP21,ICT3
16A0067606,04/21/2024 01:46,Pass,BCP21,ICT4
16A0067607,04/21/2024 01:47,Pass,BCP21,ICT3
16A0067608,04/21/2024 01:48,Pass,BCP21,ICT3
16A0067609,04/21/2024 01:49,Pass,BCP21,ICT1
16A0067610,04/21/2024 01:50,Fail,BCP21,ICT4
16A0067611,04/21/2024 01:50,Pass,BCP21,ICT3
16A0067612,04/21/2024 01:51,Fail,BCP21,ICT2
16A0067613,04/21/2024 01:52,Pass,BCP21,ICT1
16A0067614,04/21/2024 01:53,Pass,BCP21,ICT4
16A0067615,04/21/2024 01:54,Fail,BCP21,ICT4
16A0067616,04/21/2024 01:55,Fail,BCP21,ICT4
16A0067617,04/21/2024 01:55,Fail,BCP21,ICT2
16A0067618,04/21/2024 01:56,Fail,BCP21,ICT2
16A0067619,04/21/2024 01:57,Pass,BCP21,ICT4
16A0067620,04/21/2024 01:58,Pass,BCP21,ICT3
16A0067621,04/21/2024 01:59,Fail,BCP21,ICT4
16A0067622,04/21/2024 02:00,Pass,BCP21,ICT1
16A0067623,04/21/2024 02:00,Fail,BCP21,ICT4
16A0067624,04/21/2024 02:01,Pass,BCP21,ICT3
16A0067625,04/21/2024 02:02,Fail,BCP21,ICT1
16A0067626,04/21/2024 02:03,Fail,BCP21,ICT1
16A0067627,04/21/2024 02:04,Fail,BCP21,ICT2
16A0067628,04/21/2024 02:05,Fail,BCP21,ICT4
16A0067629,04/21/2024 02:05,Fail,BCP21,ICT3
16A0067630,04/21/2024 02:06,Fail,BCP21,ICT1
16A0067631,04/21/2024 02:07,Pass,BCP21,ICT1
16A0067632,04/21/2024 02:08,Fail,BCP21,ICT2
16A0067633,04/21/2024 02:09,Pass,BCP21,ICT2
16A0067634,04/21/2024 02:10,Fail,BCP21,ICT2
16A0067635,04/21/2024 02:10,Fail,BCP21,ICT4
16A0067636,04/21/2024 02:11,Fail,BCP21,ICT1
16A0067637,04/21/2024 02:12,Fail,BCP21,ICT2
16A0067638,04/21/2024 02:13,Fail,BCP21,ICT4
16A0067639,04/21/2024 02:14,Pass,BCP21,ICT1
16A0067640,04/21/2024 02:15,Fail,BCP21,ICT1
16A0067641,04/21/2024 02:15,Fail,BCP21,ICT4
16A0067642,04/21/2024 02:16,Pass,BCP21,ICT2
16A0067643,04/21/2024 02:17,Fail,BCP21,ICT4
16A0067644,04/21/2024 02:18,Pass,BCP21,ICT2
16A0067645,04/21/2024 02:19,Pass,BCP21,ICT4
16A0067646,04/21/2024 02:20,Fail,BCP21,ICT2
16A0067647,04/21/2024 02:20,Pass,BCP21,ICT4
16A0067648,04/21/2024 02:21,Fail,BCP21,ICT4
16A0067649,04/21/2024 02:22,Fail,BCP21,ICT3
16A0067650,04/21/2024 02:23,Pass,BCP21,ICT1
16A0067651,04/21/2024 02:24,Pass,BCP21,ICT3
16A0067652,04/21/2024 02:25,Fail,BCP21,ICT1
16A0067653,04/21/2024 02:25,Pass,BCP21,ICT4
16A0067654,04/21/2024 02:26,Pass,BCP21,ICT2
16A0067655,04/21/2024 02:27,Pass,BCP21,ICT2
16A0067656,04/21/2024 02:28,Pass,BCP21,ICT3
16A0067657,04/21/2024 02:29,Fail,BCP21,ICT2
16A0067658,04/21/2024 02:30,Fail,BCP21,ICT2
16A0067659,04/21/2024 02:30,Fail,BCP21,ICT2
16A0067660,04/21/2024 02:31,Fail,BCP21,ICT1
16A0067661,04/21/2024 02:32,Fail,BCP21,ICT4
16A0067662,04/21/2024 02:33,Pass,BCP21,ICT3
16A0067663,04/21/2024 02:34,Fail,BCP21,ICT3
16A0067664,04/21/2024 02:35,Fail,BCP21,ICT4
16A0067665,04/21/2024 02:35,Fail,BCP21,ICT3
16A0067666,04/21/2024 02:36,Pass,BCP21,ICT3
16A0067667,04/21/2024 02:37,Fail,BCP21,ICT2
16A0067668,04/21/2024 02:38,Fail,BCP21,ICT2
16A0067669,04/21/2024 02:39,Pass,BCP21,ICT4
16A0067670,04/21/2024 02:40,Pass,BCP21,ICT4
